"Story","Title","Result","Date","Stability","Duration (s)"
"Login test","Default Web URL loading from webdriver.base.url set in serenity.properties file.","SUCCESS","2021-09-02T14:27:20.170395-04:00[America/Santiago]","0.0","13.87"
